,index,sample,batch,condition,variable,cell,direction,ilum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
130,Voltage (V)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
131,Current Density(mA/cm2)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Forward,Light,20.00188,20.0018,20.00182,20.00183,15.76922,11.69097,8.601658,5.604528,3.130877,0.9234183,-0.5574556,-1.729114,-2.923213,-3.929746,-4.795825,-5.558416,-6.248442,-6.882129,-7.472053,-8.045574,-8.3723,-8.7403,-9.073317,-9.366233,-9.631542,-9.877467,-10.10786,-10.32638,-10.53583,-10.73036,-10.91565,-11.10037,-11.27874,-11.45102,-11.61671,-11.7754,-11.92776,-12.07485,-12.21853,-12.35621,-12.48737,-12.62518,-12.76113,-12.8962,-13.02733,-13.15409,-13.27591,-13.39112,-13.49971,-13.59893,-13.68416,-13.7525,,,,,,,
132,Voltage (V)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
133,Current Density(mA/cm2)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Reverse,Light,20.00187,20.00183,16.71143,11.73421,7.924343,4.642809,2.094182,0.2663923,-1.215109,-2.58614,-3.622815,-4.45552,-5.153457,-5.759228,-6.30145,-6.788134,-7.238348,-7.663156,-8.051696,-8.407708,-8.746408,-8.989658,-9.262017,-9.52195,-9.76315,-9.987225,-10.18812,-10.37527,-10.5575,-10.72649,-10.8851,-11.03711,-11.18556,-11.33219,-11.47715,-11.62068,-11.75715,-11.8902,-12.02202,-12.14695,-12.26485,-12.37504,-12.47677,-12.57054,-12.6557,-12.73053,-12.79808,-12.85971,-12.91391,-12.96127,-13.00221,-13.03767,,,,,,,
134,Voltage (V)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
135,Current Density(mA/cm2)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Forward,Light,20.00183,20.00183,19.43006,14.51111,10.41965,7.366535,4.595976,2.276448,0.7845134,-0.7810638,-1.768566,-2.705265,-3.476522,-4.136226,-4.722002,-5.254347,-5.739542,-6.179892,-6.56949,-6.901803,-7.219001,-7.51358,-7.793228,-8.065843,-8.36305,-8.453358,-8.673808,-8.888383,-9.086508,-9.276508,-9.468625,-9.657275,-9.844592,-10.03281,-10.22323,-10.41743,-10.6151,-10.81596,-11.01386,-11.20642,-11.40688,-11.60502,-11.79903,-11.98739,-12.16755,-12.33897,-12.49913,-12.64689,-12.77955,-12.89057,-12.97693,-13.03469,,,,,,,
136,Voltage (V)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
137,Current Density(mA/cm2)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Reverse,Light,20.00187,20.00185,20.00185,20.00183,20.00183,20.00178,19.63811,16.69463,14.3764,12.46212,10.84254,9.438225,8.284176,7.102544,6.057054,5.109406,4.201711,3.340151,2.519814,1.731546,0.9759842,0.3700937,-0.37229,-0.8832958,-1.583314,-2.217907,-2.811313,-3.370527,-3.895893,-4.37932,-4.833222,-5.266491,-5.668312,-6.039284,-6.382112,-6.698065,-6.992057,-7.267198,-7.51708,-7.769664,-8.023529,-8.272147,-8.514767,-8.707008,-8.940092,-9.16655,-9.386733,-9.597167,-9.797642,-9.983675,-10.16377,-10.33793,,,,,,,
138,Voltage (V)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
139,Current Density(mA/cm2)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Forward,Light,20.00183,20.00182,20.0018,20.00175,20.00173,20.00175,20.00178,18.18388,15.81842,13.76655,11.99372,10.46128,9.110558,8.046349,7.030386,6.083992,5.203487,4.371447,3.575684,2.808498,2.064267,1.320735,0.8097417,0.1717336,-0.4487607,-0.8846217,-1.378363,-1.857534,-2.308806,-2.73341,-3.133802,-3.513138,-3.874637,-4.221617,-4.556714,-4.870798,-5.161618,-5.463846,-5.767138,-6.077678,-6.400432,-6.738877,-7.094793,-7.467522,-7.851879,-8.268568,-8.568917,-8.95145,-9.327225,-9.686742,-10.02173,-10.30756,,,,,,,
140,Voltage (V)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
141,Current Density(mA/cm2)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Reverse,Light,20.00193,20.00199,20.00206,20.00202,20.00199,20.00197,20.002,20.00199,20.00197,16.67777,12.28608,8.790708,6.110031,3.343621,1.192982,-0.4093519,-1.952412,-3.388458,-4.496382,-5.422283,-6.211687,-6.897573,-7.499108,-8.043296,-8.561175,-8.965117,-9.3973,-9.7839,-10.12658,-10.43098,-10.70266,-10.95048,-11.1798,-11.38848,-11.58627,-11.77927,-11.95951,-12.12787,-12.28449,-12.42998,-12.56455,-12.68929,-12.79754,-12.90487,-13.00817,-13.1055,-13.20216,-13.2969,-13.38941,-13.47996,-13.56672,-13.64563,,,,,,,
142,Voltage (V)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
143,Current Density(mA/cm2)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Forward,Light,20.0021,20.00215,20.0021,20.00205,20.00209,20.002,20.00201,20.00195,19.56566,15.63558,12.16509,8.883542,6.62506,4.167731,1.861404,0.2697782,-1.234498,-2.072982,-3.212479,-4.185236,-5.02669,-5.76991,-6.445604,-7.062318,-7.641628,-8.231031,-8.561992,-8.966508,-9.318292,-9.627683,-9.904925,-10.16052,-10.40284,-10.62764,-10.84379,-11.05859,-11.26748,-11.47014,-11.66696,-11.85674,-12.03922,-12.21342,-12.37944,-12.53385,-12.67367,-12.81272,-12.94914,-13.08569,-13.22252,-13.35917,-13.49367,-13.62394,,,,,,,
144,Voltage (V)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
145,Current Density(mA/cm2)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Reverse,Light,0.003994152,0.003590245,0.003143774,0.002663633,0.002211911,0.001790462,0.001404387,0.001067624,0.0007739269,0.0005358857,0.0003442769,0.0001994645,0.0001030287,4.851491e-05,2.278e-05,1.1291e-05,6.555941e-06,3.939249e-06,1.011813e-06,-1.259082e-06,-2.847855e-06,-4.776742e-06,-5.675815e-06,-8.035765e-06,-1.16709e-05,-1.41218e-05,-1.761578e-05,-2.09828e-05,-2.616313e-05,-3.198579e-05,-4.605264e-05,-6.015834e-05,-7.881624e-05,-9.743625e-05,-0.0001128153,-0.000179197,-0.0001977706,-0.0002102951,-0.0002437285,-0.0003186727,-0.001943069,-0.001761099,-0.01233421,-0.01389359,-0.01467046,-0.01535764,-0.01510723,-0.01637462,-0.0177594,-0.01860411,-0.01932118,-0.02273139,,,,,,,
146,Voltage (V)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
147,Current Density(mA/cm2)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Forward,Light,0.0001751469,0.0001480382,0.0001284775,0.0001137162,9.787492e-05,8.518367e-05,7.232662e-05,6.061119e-05,5.229689e-05,4.396554e-05,3.614104e-05,2.893898e-05,2.252705e-05,1.706345e-05,1.344442e-05,1.034929e-05,1.656038e-05,0.0005674612,0.0005399063,0.0001693583,-0.0003337562,-0.0009038608,-0.001551291,-0.002057385,-0.00285267,-0.003492013,-0.004232455,-0.005019081,-0.005634843,-0.005941648,-0.006496106,-0.008711275,-0.009574975,-0.01097855,-0.0118578,-0.01209581,-0.01376934,-0.01626389,-0.01759719,-0.01865875,-0.01987338,-0.01958818,-0.02092624,-0.02178957,-0.02644139,-0.02753224,-0.02772997,-0.03320591,-0.02793107,-0.03314139,-0.0325679,-0.02612703,,,,,,,
148,Voltage (V)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
149,Current Density(mA/cm2)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Reverse,Light,20.00212,20.00209,18.02848,13.34866,9.525842,6.616903,3.949957,1.882568,0.3940273,-0.89236,-2.122133,-3.064497,-3.844681,-4.509854,-5.091133,-5.61227,-6.090691,-6.53042,-6.950235,-7.358731,-7.743121,-8.099767,-8.430292,-8.651792,-8.952133,-9.2244,-9.474733,-9.706608,-9.905725,-10.10559,-10.29643,-10.47157,-10.63448,-10.78863,-10.93656,-11.08145,-11.22664,-11.37343,-11.51724,-11.66273,-11.81165,-11.95657,-12.09563,-12.22794,-12.35233,-12.46706,-12.57494,-12.67079,-12.75901,-12.84125,-12.9149,-12.98071,,,,,,,
150,Voltage (V)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
151,Current Density(mA/cm2)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Forward,Light,20.00209,20.00203,19.67058,15.09437,11.28199,8.380283,5.821637,3.644286,1.759759,0.6414426,-0.6371843,-1.39564,-2.188867,-2.866569,-3.464152,-4.009199,-4.520336,-5.011861,-5.480018,-5.902036,-6.310262,-6.682828,-7.021014,-7.329241,-7.616387,-7.890431,-8.161636,-8.464183,-8.551942,-8.767808,-8.984017,-9.19535,-9.4008,-9.601067,-9.797008,-9.989917,-10.18333,-10.38005,-10.57466,-10.76468,-10.9695,-11.17679,-11.38538,-11.59299,-11.79762,-11.99772,-12.19178,-12.37728,-12.55162,-12.71209,-12.85393,-12.96773,,,,,,,
152,Voltage (V)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
153,Current Density(mA/cm2)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Reverse,Light,20.00211,20.00209,20.00207,20.00207,20.00202,20.00202,20.00202,19.78054,16.83743,14.54172,12.6014,10.91697,9.431217,8.203692,6.947005,5.867834,4.901659,4.009878,3.175209,2.390549,1.647212,0.937155,0.3867883,-0.3210305,-0.7300007,-1.420152,-2.032075,-2.599223,-3.128453,-3.62391,-4.077138,-4.504446,-4.917193,-5.301835,-5.659593,-5.991823,-6.301767,-6.591404,-6.864897,-7.126377,-7.380113,-7.621482,-7.866303,-8.123582,-8.381975,-8.640467,-8.871792,-9.128058,-9.387058,-9.637817,-9.879683,-10.10483,,,,,,,
154,Voltage (V)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
155,Current Density(mA/cm2)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_3-T6.JV_CR-T04-06_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Forward,Light,20.00215,20.00212,20.00207,20.00205,20.00201,20.00197,20.00197,19.95362,17.52107,15.43048,13.57918,11.93352,10.45293,9.0836,8.039859,6.973556,6.0074,5.113906,4.284785,3.504353,2.757118,2.031585,1.295551,0.7929664,0.1419623,-0.5076233,-1.051297,-1.311206,-1.783533,-2.227678,-2.646699,-3.03653,-3.389766,-3.745534,-4.089395,-4.423004,-4.748597,-5.066992,-5.381518,-5.694693,-6.009318,-6.331014,-6.656287,-6.982723,-7.3442,-7.729126,-8.159823,-8.460767,-8.863883,-9.267767,-9.666508,-10.04283,,,,,,,
156,Voltage (V)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
157,Current Density(mA/cm2)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Reverse,Light,20.00208,20.00208,20.00208,16.0783,10.74606,6.766516,3.529168,1.06176,-0.8669283,-2.419923,-3.712244,-4.827451,-5.818466,-6.709216,-7.516122,-8.241977,-8.855958,-9.417842,-9.894108,-10.29669,-10.6411,-10.94071,-11.20597,-11.44153,-11.66108,-11.86401,-12.05048,-12.22243,-12.38003,-12.52572,-12.65952,-12.78295,-12.89765,-13.00313,-13.10151,-13.19457,-13.28029,-13.35943,-13.43239,-13.49896,-13.56019,-13.61637,-13.66603,-13.71208,-13.75482,-13.79352,-13.82865,-13.86034,-13.88857,-13.91403,-13.93678,-13.95638,,,,,,,
158,Voltage (V)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
159,Current Density(mA/cm2)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Forward,Light,20.00206,20.00203,20.00201,18.45524,13.15082,8.793925,5.58216,2.724671,0.6446496,-1.054693,-2.590044,-3.889529,-5.017236,-6.005973,-6.876472,-7.645841,-8.343792,-8.79155,-9.253283,-9.64285,-9.979558,-10.26918,-10.52118,-10.7587,-10.97781,-11.18241,-11.37424,-11.55462,-11.7253,-11.88645,-12.03938,-12.1848,-12.32048,-12.44567,-12.57123,-12.69137,-12.80689,-12.91822,-13.02455,-13.12674,-13.22489,-13.31881,-13.40664,-13.48934,-13.5677,-13.6409,-13.70826,-13.77034,-13.82698,-13.87661,-13.91911,-13.95242,,,,,,,
160,Voltage (V)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
161,Current Density(mA/cm2)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Reverse,Light,20.00205,20.00201,20.00205,17.08133,11.78197,7.756623,4.428387,1.836105,-0.1251037,-1.790123,-3.32184,-4.606407,-5.735735,-6.746874,-7.662066,-8.486283,-9.208117,-9.860808,-10.42548,-10.92014,-11.34575,-11.71141,-12.02515,-12.29547,-12.52632,-12.72283,-12.88788,-13.02135,-13.13033,-13.21428,-13.27678,-13.32167,-13.35468,-13.3795,-13.39908,-13.41574,-13.43036,-13.44266,-13.45428,-13.46649,-13.47822,-13.4896,-13.50047,-13.51082,-13.52123,-13.53042,-13.53967,-13.54878,-13.55917,-13.56941,-13.5792,-13.5892,,,,,,,
162,Voltage (V)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
163,Current Density(mA/cm2)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l4.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Forward,Light,20.00205,20.00196,20.00201,18.39293,13.08512,8.84105,5.738128,3.103153,0.9478858,-0.8492808,-2.394622,-3.763867,-4.998227,-6.123914,-7.150983,-8.100582,-8.848092,-9.55665,-10.16703,-10.68832,-11.13273,-11.51562,-11.84447,-12.12796,-12.37182,-12.57948,-12.7537,-12.89677,-13.00959,-13.09426,-13.15242,-13.19448,-13.22536,-13.24932,-13.26985,-13.28772,-13.30458,-13.32108,-13.33589,-13.34988,-13.3648,-13.37968,-13.39465,-13.40983,-13.42538,-13.44113,-13.45781,-13.4759,-13.49523,-13.51475,-13.53983,-13.57377,,,,,,,
164,Voltage (V)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_4-T7.JV_CR-T04-07_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Reverse,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
