,index,sample,batch,condition,variable,cell,direction,ilum,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
62,Voltage (V)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T3.JV_CR-T04-03_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Forward,Light,2.0,1.96,1.92,1.88,1.84,1.8,1.76,1.72,1.68,1.64,1.6,1.56,1.52,1.48,1.44,1.4,1.36,1.32,1.28,1.24,1.2,1.16,1.12,1.08,1.04,1.0,0.96,0.92,0.88,0.84,0.8,0.76,0.72,0.68,0.64,0.6,0.56,0.52,0.48,0.44,0.4,0.36,0.32,0.28,0.24,0.2,0.16,0.12,0.08,0.04,0.0,-0.04,,,,,,,
63,Current Density(mA/cm2)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T3.JV_CR-T04-03_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Forward,Light,20.00206,20.0021,20.00208,20.00202,20.00199,20.00198,18.00378,15.45061,13.20088,11.2433,9.521617,8.154549,6.826719,5.652851,4.597695,3.633113,2.745223,1.902797,1.079932,0.4496551,-0.2831459,-0.8670917,-1.488849,-2.042501,-2.565761,-3.060689,-3.498235,-3.879269,-4.24407,-4.58671,-4.895327,-5.184459,-5.457996,-5.715945,-5.962751,-6.200419,-6.425088,-6.630826,-6.841328,-7.047635,-7.254049,-7.466309,-7.68848,-7.927193,-8.207469,-8.33895,-8.582983,-8.832133,-9.086433,-9.343317,-9.581692,-9.825533,,,,,,,
64,Voltage (V)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Reverse,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
65,Current Density(mA/cm2)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Reverse,Light,20.00118,20.00126,20.00126,20.00126,20.00126,20.00205,20.00202,20.002,20.00193,18.7894,14.72836,11.42706,8.737742,6.738895,4.887028,3.450261,2.339407,1.492239,0.8538925,0.4692589,0.2188799,-0.1568283,-0.4502707,-0.7067968,-0.8485683,-1.092534,-1.310284,-1.514335,-1.707984,-1.894394,-2.073988,-2.248755,-2.410966,-2.576856,-2.743607,-2.90637,-3.065815,-3.22198,-3.375989,-3.527992,-3.677892,-3.826078,-3.963776,-4.10471,-4.247018,-4.385691,-4.521002,-4.653107,-4.781787,-4.905858,-5.023779,-5.134535,-5.234235,-5.325308,-5.410476,-5.486895,-5.55519,-5.616952,-5.673443
66,Voltage (V)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Forward,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
67,Current Density(mA/cm2)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Forward,Light,20.00127,20.00123,20.00126,20.00123,20.00124,20.00195,20.00195,20.00192,20.0019,20.00188,17.89976,14.70769,11.98334,9.61045,7.856076,6.148163,4.706976,3.511174,2.532418,1.738186,1.087758,0.6953218,0.2903013,0.03719693,-0.1919782,-0.2774933,-0.4625783,-0.6370946,-0.8177798,-0.9127433,-1.062601,-1.20894,-1.352478,-1.492857,-1.63159,-1.768336,-1.904698,-2.036154,-2.161583,-2.29634,-2.433998,-2.576608,-2.725118,-2.88117,-3.045898,-3.221288,-3.408634,-3.604926,-3.809262,-4.029056,-4.256355,-4.486998,-4.715912,-4.937763,-5.1442,-5.327166,-5.479812,-5.594039,-5.671157
68,Voltage (V)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Reverse,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
69,Current Density(mA/cm2)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Reverse,Light,20.00127,20.00124,20.00128,20.00127,20.00127,20.00204,20.002,20.00194,20.00195,20.00193,19.86406,15.36853,11.77409,8.867458,6.774661,4.724396,3.126423,1.858409,0.8639608,0.3592881,-0.4301713,-0.91891,-1.477319,-1.945434,-2.360978,-2.739969,-3.090169,-3.415088,-3.717001,-4.000153,-4.266765,-4.514447,-4.752733,-4.98686,-5.213053,-5.431213,-5.642771,-5.847837,-6.046901,-6.239792,-6.426112,-6.600384,-6.769858,-6.940261,-7.103263,-7.259834,-7.410858,-7.556984,-7.699044,-7.836278,-7.962017,-8.085944,-8.208345,-8.322349,-8.430242,-8.53005,-8.621817,-8.705742,-8.768417
70,Voltage (V)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Forward,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
71,Current Density(mA/cm2)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Forward,Light,20.00124,20.00125,20.00124,20.00126,20.00123,20.00197,20.00197,20.00192,20.00185,20.0019,20.00185,18.7349,15.1446,12.07086,9.3846,7.420445,5.492071,3.860909,2.496119,1.346443,0.5631158,-0.0640097,-0.6097826,-1.013082,-1.413729,-1.758153,-2.055724,-2.323451,-2.575911,-2.812914,-3.037003,-3.251287,-3.456733,-3.654127,-3.846239,-4.034184,-4.21153,-4.384465,-4.563213,-4.742665,-4.924055,-5.109185,-5.298311,-5.492628,-5.692744,-5.899598,-6.107491,-6.321982,-6.548633,-6.782409,-7.021833,-7.265426,-7.509991,-7.753699,-7.992705,-8.226691,-8.4228,-8.603442,-8.748592
72,Voltage (V)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Reverse,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
73,Current Density(mA/cm2)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Reverse,Light,20.00127,20.00127,20.00126,20.00127,20.00125,20.00199,20.00195,20.00196,20.00193,20.00201,17.15067,12.57591,8.917025,6.179948,3.74981,1.869229,0.5668698,-0.6636925,-1.403668,-2.18968,-2.777557,-3.233913,-3.609775,-3.936019,-4.218505,-4.468227,-4.691426,-4.893843,-5.079233,-5.251504,-5.41312,-5.557231,-5.703593,-5.846459,-5.988346,-6.127076,-6.264083,-6.399218,-6.533067,-6.665501,-6.796194,-6.925008,-7.046148,-7.1656,-7.286796,-7.403574,-7.516023,-7.624505,-7.728286,-7.826971,-7.919753,-8.006469,-8.084278,-8.155599,-8.222993,-8.283955,-8.338617,-8.388442,-8.433817
74,Voltage (V)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Forward,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
75,Current Density(mA/cm2)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Forward,Light,20.00126,20.00126,20.00126,20.00125,20.00127,20.00208,20.00202,20.00195,20.00193,20.0019,19.36006,15.03077,11.43613,8.707317,6.219667,4.156938,2.450188,1.032515,0.1436244,-0.7909603,-1.406116,-1.992788,-2.463304,-2.839826,-3.145166,-3.399033,-3.617337,-3.805579,-3.967227,-4.127315,-4.279562,-4.426166,-4.568303,-4.706149,-4.841447,-4.974751,-5.108027,-5.235288,-5.362329,-5.497576,-5.636935,-5.781639,-5.931954,-6.088608,-6.251361,-6.420371,-6.595347,-6.772353,-6.950119,-7.134794,-7.319753,-7.50244,-7.679938,-7.849847,-8.0077,-8.148593,-8.269031,-8.362517,-8.429292
76,Voltage (V)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Reverse,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
77,Current Density(mA/cm2)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Reverse,Light,20.00131,20.00128,20.00129,20.00129,20.00127,20.00199,20.002,20.00202,20.00198,20.00193,19.57743,14.4813,10.4131,7.368282,4.65142,2.530579,0.8537083,-0.3098496,-1.26522,-2.233476,-2.989038,-3.598586,-4.100647,-4.524175,-4.886958,-5.202193,-5.478792,-5.725088,-5.947581,-6.151979,-6.336794,-6.512068,-6.684154,-6.84908,-7.008432,-7.163304,-7.31504,-7.463508,-7.608723,-7.750538,-7.884451,-8.016077,-8.14869,-8.276288,-8.399642,-8.51865,-8.633717,-8.745275,-8.846092,-8.94225,-9.041267,-9.133375,-9.220083,-9.303192,-9.381392,-9.453,-9.5189,-9.579342,-9.635233
78,Voltage (V)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Forward,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
79,Current Density(mA/cm2)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l2.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Forward,Light,20.00129,20.00129,20.00125,20.00128,20.00124,20.00198,20.00195,20.00197,20.00192,20.00193,20.00192,16.53623,12.64204,9.329125,6.91737,4.645283,2.731794,1.097531,-0.06550086,-1.082177,-1.680144,-2.402223,-2.993439,-3.472382,-3.86092,-4.18129,-4.452056,-4.689002,-4.893598,-5.07899,-5.257255,-5.426598,-5.589251,-5.746891,-5.901583,-6.053401,-6.20354,-6.353228,-6.498043,-6.637505,-6.787978,-6.94222,-7.100211,-7.262463,-7.429486,-7.601271,-7.778026,-7.956877,-8.142555,-8.347692,-8.468275,-8.644833,-8.8175,-8.984175,-9.1418,-9.287775,-9.417825,-9.530558,-9.622983
80,Voltage (V)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Reverse,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
81,Current Density(mA/cm2)_a_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Reverse,Light,20.00122,20.00136,20.00141,20.00141,20.00139,20.00213,20.00208,20.00216,20.0021,16.69452,13.31597,10.53858,8.355425,6.400278,4.896637,3.724834,2.819743,2.120868,1.56886,1.118942,0.8125549,0.4604183,0.1756871,-0.01095086,-0.1873863,-0.4346173,-0.6498547,-0.8651492,-0.9559125,-1.171654,-1.365646,-1.549503,-1.715803,-1.886127,-2.056665,-2.222636,-2.385461,-2.545107,-2.702676,-2.857612,-3.009843,-3.159438,-3.292719,-3.433752,-3.577447,-3.719019,-3.861062,-4.006536,-4.157085,-4.312683,-4.472395,-4.634931,-4.792491,-4.948104,-5.109532,-5.26504,-5.414177,-5.555668,-5.68896
82,Voltage (V)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),a,Forward,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
83,Current Density(mA/cm2)_a_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),a,Forward,Light,20.00137,20.00143,20.00133,20.00138,20.00134,20.00207,20.00205,20.00205,20.0021,17.55024,14.12569,11.3645,9.076417,7.517566,6.088711,4.87865,3.88954,3.09003,2.448024,1.928503,1.497467,1.126849,0.781237,0.6108295,0.3617208,0.1136157,-0.02799088,-0.1550368,-0.3370135,-0.5132417,-0.6857523,-0.86598,-0.9559467,-1.100479,-1.241861,-1.381516,-1.520792,-1.655779,-1.782628,-1.918583,-2.055893,-2.195095,-2.336388,-2.480072,-2.626816,-2.778008,-2.935384,-3.095621,-3.257802,-3.442749,-3.642657,-3.857782,-4.087911,-4.331749,-4.588399,-4.854186,-5.126303,-5.395854,-5.643898
84,Voltage (V)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Reverse,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
85,Current Density(mA/cm2)_b_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Reverse,Light,20.00141,20.00138,20.00139,20.00137,20.00138,20.00217,20.00216,20.00209,20.00207,20.00204,17.52856,13.7322,10.63947,8.274888,6.094665,4.391699,3.048656,2.002145,1.180592,0.6089774,0.155005,-0.3828243,-0.846055,-1.143467,-1.557928,-1.929972,-2.281048,-2.614242,-2.929841,-3.227289,-3.506385,-3.769555,-4.018882,-4.250075,-4.473106,-4.695218,-4.907941,-5.111485,-5.307148,-5.496152,-5.679638,-5.859529,-6.036275,-6.206403,-6.378043,-6.557594,-6.737253,-6.91758,-7.099091,-7.280848,-7.462171,-7.641929,-7.81864,-7.984001,-8.151317,-8.316297,-8.474275,-8.625392,-8.726533
86,Voltage (V)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),b,Forward,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
87,Current Density(mA/cm2)_b_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),b,Forward,Light,20.00138,20.00139,20.00138,20.00137,20.00135,20.00212,20.00205,20.00205,20.00203,20.002,18.62281,14.88646,11.82438,9.239733,7.437009,5.699192,4.254473,3.065132,2.096252,1.29279,0.8147183,0.2899418,-0.1922509,-0.4430012,-0.8314447,-1.08998,-1.41401,-1.722809,-2.012961,-2.283586,-2.535488,-2.771678,-2.996007,-3.20414,-3.403117,-3.601754,-3.796559,-3.987423,-4.175827,-4.361696,-4.545748,-4.729172,-4.912133,-5.08808,-5.264095,-5.450737,-5.644171,-5.846433,-6.059622,-6.284046,-6.520198,-6.768535,-7.027619,-7.29508,-7.567379,-7.852744,-8.15751,-8.410175,-8.678758
88,Voltage (V)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Reverse,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
89,Current Density(mA/cm2)_e_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Reverse,Light,20.00141,20.0014,20.00139,20.00143,20.00138,20.00214,20.00215,20.0021,20.00208,20.00211,16.34079,12.21157,8.861317,6.29174,3.984552,2.194254,1.007304,-0.1311639,-0.9619842,-1.704502,-2.256862,-2.697653,-3.061933,-3.380659,-3.673994,-3.94136,-4.187334,-4.414183,-4.621991,-4.813383,-4.990798,-5.145067,-5.300648,-5.453356,-5.598688,-5.737711,-5.871511,-6.001009,-6.127849,-6.253735,-6.3797,-6.498915,-6.627902,-6.762658,-6.898257,-7.034397,-7.170519,-7.306113,-7.44036,-7.571564,-7.699427,-7.821958,-7.934514,-8.042156,-8.148338,-8.246994,-8.338167,-8.421908,-8.498033
90,Voltage (V)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),e,Forward,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
91,Current Density(mA/cm2)_e_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),e,Forward,Light,20.00138,20.00134,20.00136,20.00137,20.00136,20.00213,20.00209,20.00205,20.00205,20.00199,17.54579,13.55993,10.24098,7.799367,5.581305,3.718267,2.175453,0.8776967,0.1187052,-0.6819983,-1.156221,-1.625643,-2.017436,-2.358691,-2.66656,-2.947942,-3.205048,-3.434409,-3.630147,-3.817174,-3.988937,-4.150291,-4.304043,-4.452177,-4.597442,-4.740402,-4.875991,-5.009323,-5.146414,-5.283492,-5.420813,-5.55917,-5.700345,-5.845816,-5.997026,-6.15538,-6.316285,-6.477932,-6.65518,-6.838666,-7.027524,-7.220262,-7.415246,-7.611342,-7.805967,-7.997057,-8.179797,-8.343567,-8.480208
92,Voltage (V)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Reverse,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
93,Current Density(mA/cm2)_f_Reverse_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Current Density(mA/cm2),f,Reverse,Light,20.00138,20.00142,20.00143,20.00142,20.00137,20.00212,20.00212,20.00213,20.00213,20.0021,17.62363,13.07024,9.400167,6.605081,4.133615,2.202517,0.8191788,-0.4608242,-1.283193,-2.109242,-2.758371,-3.289432,-3.739086,-4.130725,-4.479697,-4.79282,-5.074436,-5.329589,-5.561576,-5.767362,-5.959796,-6.146045,-6.319376,-6.484891,-6.641753,-6.791983,-6.937168,-7.078693,-7.208515,-7.34592,-7.486189,-7.626503,-7.76683,-7.906957,-8.046263,-8.184598,-8.321314,-8.456275,-8.582958,-8.712075,-8.836692,-8.95025,-9.06815,-9.180592,-9.289058,-9.390867,-9.485967,-9.574817,-9.657225
94,Voltage (V)_f_Forward_Light,../lZSt4uS5QUSdxIGtNcLxVw/HZB_CR_T1_2-T4.JV_CR-T04-04_l1.jv.txt,lZSt4uS5QUSdxIGtNcLxVw,w,Voltage (V),f,Forward,Light,2.3,2.26,2.22,2.18,2.14,2.1,2.06,2.02,1.98,1.94,1.9,1.86,1.82,1.78,1.74,1.7,1.66,1.62,1.58,1.54,1.5,1.46,1.42,1.38,1.34,1.3,1.26,1.22,1.18,1.14,1.1,1.06,1.02,0.98,0.94,0.9,0.86,0.82,0.78,0.74,0.7,0.66,0.62,0.58,0.54,0.5,0.46,0.42,0.38,0.34,0.3,0.26,0.22,0.18,0.14,0.1,0.06,0.02,-0.02
