,Voc(V),Jsc(mA/cm2),FF(%),PCE(%),V_mpp(V),J_mpp(mA/cm2),P_mpp(mW/cm2),R_series(Ohmcm2),R_shunt(Ohmcm2),sample,batch,condition,cell,direction,ilum
312,1.095223,-22.774706,79.493187,19.828288,0.92,-21.552488,-19.828288960000002,0.004608,16.270202,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-6.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Reverse,Light
313,1.091967,-22.782788,78.481649,19.524707,0.9,-21.694119,-19.5247071,0.004656,3.304322,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-6.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Forward,Light
314,1.091896,-22.901369,80.100073,20.029745,0.92,-21.771462,-20.02974504,0.003936,5.356929,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-6.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Reverse,Light
315,1.09077,-22.895325,79.352228,19.817053,0.92,-21.540275,-19.817053,0.004031,4.54338,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-6.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Forward,Light
316,1.087853,-21.938112,78.595677,18.757201,0.92,-20.388262,-18.75720104,0.004407,3.82628,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-6.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Reverse,Light
317,1.086355,-21.927181,77.752548,18.521196,0.9,-20.579106,-18.5211954,0.00455,4.157387,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-6.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Forward,Light
318,1.08691,-22.741925,79.07323,19.545664,0.92,-21.245287,-19.545664040000002,0.004124,3.471926,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-6.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Reverse,Light
319,1.087747,-22.732413,78.606319,19.437076,0.92,-21.127256,-19.43707552,0.004227,3.784583,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-6.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Forward,Light
320,1.087694,-22.242481,79.5979,19.257124,0.92,-20.931656,-19.25712352,0.004187,5.918489,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-6.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Reverse,Light
321,1.089311,-22.247756,79.225255,19.200015,0.92,-20.869581,-19.20001452,0.00425,4.932291,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-6.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Forward,Light
322,1.086792,-22.285994,78.746947,19.072704,0.92,-20.7312,-19.072704,0.004254,6.52443,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-6.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Reverse,Light
323,1.088642,-22.291675,78.560838,19.064867,0.92,-20.722681,-19.064866520000002,0.004352,3.019377,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-6.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Forward,Light
324,1.093206,-21.624956,73.15614,17.294502,0.88,-19.652844,-17.29450272,0.006327,1.278502,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-7.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Reverse,Light
325,1.088766,-21.601019,72.638409,17.083434,0.88,-19.412994,-17.08343472,0.0065,1.506971,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-7.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Forward,Light
326,1.097455,-22.314625,79.858236,19.556722,0.92,-21.257306,-19.55672152,0.004493,2.317401,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-7.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Reverse,Light
327,1.095967,-22.326937,79.604878,19.478987,0.92,-21.172812,-19.47898704,0.004467,14.388951,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-7.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Forward,Light
328,1.088566,-21.400125,77.920457,18.151928,0.92,-19.730356,-18.15192752,0.004291,1.368461,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-7.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Reverse,Light
329,1.088681,-21.428131,77.330975,18.040079,0.92,-19.608781,-18.04007852,0.004391,1.908779,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-7.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Forward,Light
330,1.088932,-22.520375,77.217463,18.936152,0.9,-21.040169,-18.9361521,0.004497,1.407521,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-7.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Reverse,Light
331,1.088939,-22.540762,76.789464,18.848368,0.92,-20.487356,-18.84836752,0.004598,4.051915,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-7.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Forward,Light
332,1.088742,-22.018394,79.799883,19.129905,0.92,-20.793375,-19.129905,0.004189,5.783257,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-7.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Reverse,Light
333,1.090379,-22.011431,79.513646,19.083917,0.92,-20.743388,-19.08391696,0.004267,24.813071,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-7.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Forward,Light
334,1.087526,-21.919194,78.091302,18.615172,0.9,-20.683525,-18.6151725,0.005045,6.268803,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-7.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Reverse,Light
335,1.0889,-21.865075,77.895113,18.545962,0.9,-20.606625,-18.5459625,0.005186,2.060575,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-7.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Forward,Light
336,1.092207,-22.374781,72.166455,17.635968,0.84,-20.9952,-17.635968,0.008478,6.955982,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-8.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Reverse,Light
337,1.08797,-22.338706,71.075757,17.27414,0.82,-21.066025,-17.274140499999998,0.008575,2.684564,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-8.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Forward,Light
338,1.091304,-22.667912,79.116207,19.571439,0.9,-21.746044,-19.5714396,0.004613,4.428409,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-8.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Reverse,Light
339,1.09016,-22.706038,78.089898,19.329767,0.9,-21.477519,-19.3297671,0.004743,11.903813,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-8.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Forward,Light
340,0.8361,-20.906012,42.959034,7.509034,0.6,-12.515056,-7.5090335999999995,0.008457,0.08183,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-8.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Reverse,Light
341,0.83844,-20.927144,42.121517,7.390706,0.62,-11.920494,-7.39070628,0.011494,0.080138,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-8.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Forward,Light
342,1.089862,-22.112762,76.407635,18.414126,0.88,-20.925144,-18.41412672,0.006076,-29.83683,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-8.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Reverse,Light
343,1.089535,-22.098931,76.315946,18.37501,0.88,-20.880694,-18.37501072,0.00608,3.692713,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-8.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Forward,Light
344,0.033574,-7.048263,24.121013,0.05708,0.02,-2.853984,-0.05707968,0.004756,0.004761,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-8.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Reverse,Light
345,0.033607,-7.088775,23.998901,0.057173,0.02,-2.858666,-0.05717332,0.00476,0.004758,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-8.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Forward,Light
346,1.090153,-21.794356,73.441338,17.449061,0.86,-20.289606,-17.44906116,0.007811,2.700015,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-8.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Reverse,Light
347,1.091035,-21.834925,73.076356,17.408733,0.86,-20.242712,-17.408732320000002,0.00787,11.156768,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-8.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Forward,Light
348,1.026375,-22.796756,72.542441,16.9735,0.8,-21.216875,-16.9735,0.005804,3.352807,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-9.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Reverse,Light
349,1.010937,-22.803381,72.122246,16.626187,0.78,-21.315625,-16.6261875,0.006443,4.247412,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-9.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,a,Forward,Light
350,1.022869,-22.9923,62.282906,14.647768,0.82,-17.863131,-14.64776742,0.005507,0.214935,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-9.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Reverse,Light
351,1.0062,-22.989819,60.831302,14.07172,0.8,-17.58965,-14.07172,0.006135,0.206369,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-9.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,b,Forward,Light
352,1.084713,-22.348544,77.675496,18.829896,0.9,-20.922106,-18.8298954,0.004404,5.443355,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-9.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Reverse,Light
353,1.081632,-22.339044,76.710457,18.535253,0.88,-21.062787,-18.53525256,0.004744,5.338294,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-9.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,c,Forward,Light
354,1.090486,-23.077994,78.562547,19.771225,0.92,-21.490462,-19.77122504,0.004157,2.182549,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-9.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Reverse,Light
355,1.090832,-23.09115,78.163198,19.68819,0.92,-21.400206,-19.68818952,0.004236,2.137193,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-9.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,d,Forward,Light
356,1.088843,-22.645881,79.450689,19.59079,0.92,-21.294337,-19.590790039999998,0.003993,2.521671,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-9.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Reverse,Light
357,1.088769,-22.644869,78.764497,19.419406,0.92,-21.10805,-19.419406,0.004168,5.351225,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-9.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,e,Forward,Light
358,1.091555,-22.818175,79.75970700000002,19.865986,0.92,-21.593463,-19.86598596,0.003974,3.622144,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-9.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Reverse,Light
359,1.092018,-22.800156,79.47297500000002,19.787331,0.92,-21.507969,-19.78733148,0.004061,8.832976,../SpiRNIJ-RSmBslrJdDMzug/HZB_MMB_12_12_C-9.jv.txt,SpiRNIJ-RSmBslrJdDMzug,w,f,Forward,Light
